//ItemIndex	ItemSubGroup	ItemSubIndex	szModelFolder	szModelName	szItemName	KindA	KindB	Type	TwoHands	DropLevel	Slot	SkillIndex	Width	Height	DamageMin	DamageMax	DefenseRate	Defense	MagicResistance	AttackSpeed	WalkSpeed	Durability	MagicDur	MagicPower	ReqStr	ReqDex	ReqEne	ReqVit	ReqCmd	ReqLvl	ItemValue	Money	SetAttr	DW	DK	FE	MG	DL	SU	RF	GL	RW	SL	GC	Resist[0]	Resist[1]	Resist[2]	Resist[3]	Resist[4]	Resist[5]	Resist[6]	Dump	Transaction	PersonalStore	Warehouse	SellNpc	Expensive	Repair	Overlap	PcFlag	MuunFlag	Unk_End[0]	Unk_End[1]	Unk_End[2]
3706	7	122	"Data\Item\"	"HelmMale100_Rune.bmd"	"Bloodangel Runic Helm"	15	16	1	0	150	2	0	2	2	0	0	0	68	0	0	0	100	0	0	36	13	121	0	0	400	0	0	6	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
3707	7	123	"Data\Item\"	"HelmMale102_Rune.bmd"	"Darkangel Runic Helm"	15	16	1	0	150	2	0	2	2	0	0	0	81	0	0	0	100	0	0	36	13	121	0	0	600	0	0	6	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
3708	7	124	"Data\Item\"	"HelmMale124.bmd"	"Runic Sphinx Mask"	3	16	4	0	32	2	0	2	2	0	0	0	17	0	0	0	255	0	0	0	0	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3709	7	125	"Data\Item\"	"HelmMale121.bmd"	"Runic Legendary Helm"	3	16	4	0	50	2	0	2	2	0	0	0	23	0	0	0	255	0	0	0	0	0	0	0	150	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3710	7	126	"Data\Item\"	"HelmMale121.bmd"	"Runic Legendary Helm (Bound)"	3	16	5	0	50	2	0	2	2	0	0	0	33	0	0	0	100	0	0	50	50	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
3711	7	127	"Data\Item\"	"HelmMale109_rune.bmd"	"Holyangel Runic Helm"	15	16	1	0	150	2	0	2	2	0	0	0	125	0	0	0	100	0	0	36	13	121	0	0	800	0	0	6	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
3712	7	128	"Data\Item\"	"HelmMale113_rune.bmd"	"Soul Runic Helm"	18	16	1	0	150	2	0	2	2	0	0	0	169	0	0	0	100	0	0	36	13	121	0	0	900	0	0	6	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
3713	7	129	"Data\Item\"	"HelmMale117_rune.bmd"	"Blue Eye Runic Helm"	18	16	1	0	150	2	0	2	2	0	0	0	214	0	0	0	100	0	0	36	13	121	0	0	1000	0	0	6	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
3714	7	130	"Data\Item\"	"HelmMale02.bmd"	"Dragon Helm (Bound)"	3	16	5	0	50	2	0	2	2	0	0	0	39	0	0	0	100	0	0	50	50	0	0	0	0	0	0	4	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
3715	7	131	"Data\Item\"	"HelmMale04.bmd"	"Legendary Helm (Bound)"	3	16	5	0	50	2	0	2	2	0	0	0	33	0	0	0	100	0	0	50	50	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
3716	7	132	"Data\Item\"	"HelmElf05.bmd"	"Guardian Helm (Bound)"	3	16	5	0	50	2	0	2	2	0	0	0	38	0	0	0	100	0	0	50	50	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
3718	7	134	"Data\Item\"	"HelmMale27.bmd"	"Adamantine Mask (Bound)"	3	16	5	0	50	2	0	2	2	0	0	0	39	0	0	0	100	0	0	50	50	0	0	0	0	0	0	4	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
3719	7	135	"Data\Item\"	"HelmMale41.bmd"	"Red Wing Helm (Bound)"	3	16	5	0	50	2	0	2	2	0	0	0	33	0	0	0	100	0	0	50	50	0	0	0	0	0	0	4	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
3720	7	136	"Data\Item\"	"HelmMale61.bmd"	"Storm Jahad Helm (Bound)"	3	16	5	0	50	2	0	2	2	0	0	0	39	0	0	0	100	0	0	50	50	0	0	0	0	0	0	4	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
3721	7	137	"Data\Item\"	"HelmMale94.bmd"	"Princie Helm (Bound)"	3	16	5	0	50	2	0	2	2	0	0	0	36	0	0	0	100	0	0	50	50	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
3722	7	138	"Data\Item\"	"HelmMale104_knight.bmd"	"Darkangel Knight Helm (S)"	15	16	1	0	150	2	0	2	2	0	0	0	88	0	0	0	100	0	0	145	42	0	0	0	600	0	0	6	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
3723	7	139	"Data\Item\"	"HelmMale103_magic.bmd"	"Darkangel Wizard Helm"	15	16	1	0	150	2	0	2	2	0	0	0	71	0	0	0	100	0	0	42	14	0	0	0	600	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
3724	7	140	"Data\Item\"	"HelmMale102_elf.bmd"	"Darkangel Elf Helm (A)"	15	16	1	0	150	2	0	2	2	0	0	0	81	0	0	0	100	0	0	34	75	0	0	0	600	0	0	6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
3725	7	141	"Data\Item\"	"HelmMale102_alice.bmd"	"Darkangel Summoner Helm"	15	16	1	0	150	2	0	2	2	0	0	0	67	0	0	0	100	0	0	34	11	0	0	0	600	0	0	6	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
3727	7	143	"Data\Item\"	"HelmMale103_dark.bmd"	"Darkangel Lord Helm"	15	16	1	0	150	2	0	2	2	0	0	0	69	0	0	0	100	0	0	59	15	0	0	0	600	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
3728	7	144	"Data\Item\"	"HelmMale104_fight.bmd"	"Darkangel Fighter Helm"	15	16	1	0	150	2	0	2	2	0	0	0	67	0	0	0	100	0	0	71	0	0	0	0	600	0	0	6	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
3729	7	145	"Data\Item\"	"HelmMale101.bmd"	"Darkangel Lancer Helm"	15	16	1	0	150	2	0	2	2	0	0	0	62	0	0	0	100	0	0	61	61	0	0	0	600	0	0	6	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
3730	7	146	"Data\Item\"	"HelmMale105.bmd"	"Tigris Helm"	3	16	2	0	111	2	0	2	2	0	0	0	41	0	0	0	86	0	0	66	18	0	0	0	380	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0
3731	7	147	"Data\Item\"	"HelmMale107.bmd"	"Crimson Skull Helm"	3	16	2	0	143	2	0	2	2	0	0	0	52	0	0	0	90	0	0	76	23	0	0	0	400	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0
3732	7	148	"Data\Item\"	"HelmMale106.bmd"	"Grace Helm"	3	16	2	0	111	2	0	2	2	0	0	0	37	0	0	0	86	0	0	64	46	0	0	0	380	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0
3733	7	149	"Data\Item\"	"HelmMale108.bmd"	"Constant Helm"	3	16	2	0	143	2	0	2	2	0	0	0	48	0	0	0	90	0	0	70	51	0	0	0	400	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0
3734	7	150	"Data\Item\"	"HelmMale112_knight.bmd"	"Holyangel Knight Helm (S)"	15	16	1	0	150	2	0	2	2	0	0	0	138	0	0	0	100	0	0	145	42	0	0	0	800	0	0	6	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
3735	7	151	"Data\Item\"	"HelmMale111_magic.bmd"	"Holyangel Wizard Helm"	15	16	1	0	150	2	0	2	2	0	0	0	121	0	0	0	100	0	0	42	14	0	0	0	800	0	0	6	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
3736	7	152	"Data\Item\"	"HelmMale109_elf.bmd"	"Holyangel Elf Helm (A)"	15	16	1	0	150	2	0	2	2	0	0	0	131	0	0	0	100	0	0	34	75	0	0	0	800	0	0	6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
3737	7	153	"Data\Item\"	"HelmMale109_alice.bmd"	"Holyangel Summoner Helm"	15	16	1	0	150	2	0	2	2	0	0	0	117	0	0	0	100	0	0	34	11	0	0	0	800	0	0	6	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
3739	7	155	"Data\Item\"	"HelmMale111_dark.bmd"	"Holyangel Lord Helm"	15	16	1	0	150	2	0	2	2	0	0	0	119	0	0	0	100	0	0	59	15	0	0	0	800	0	0	6	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
3740	7	156	"Data\Item\"	"HelmMale112_fight.bmd"	"Holyangel Fighter Helm"	15	16	1	0	150	2	0	2	2	0	0	0	117	0	0	0	100	0	0	71	0	0	0	0	800	0	0	6	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
3741	7	157	"Data\Item\"	"HelmMale110.bmd"	"Holyangel Lancer Helm"	15	16	1	0	150	2	0	2	2	0	0	0	112	0	0	0	100	0	0	61	61	0	0	0	800	0	0	6	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
3742	7	158	"Data\Item\"	"HelmMale100_elf.bmd"	"Bloodangel Elf Helm (E)"	15	16	1	0	150	2	0	2	2	0	0	0	30	0	0	0	100	0	0	12	27	149	0	0	400	0	0	6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
3743	7	159	"Data\Item\"	"HelmMale102_elf.bmd"	"Darkangel Elf Helm (E)"	15	16	1	0	150	2	0	2	2	0	0	0	43	0	0	0	100	0	0	12	27	149	0	0	600	0	0	6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
3744	7	160	"Data\Item\"	"HelmMale109_elf.bmd"	"Holyangel Elf Helm (E)"	15	16	1	0	150	2	0	2	2	0	0	0	62	0	0	0	100	0	0	12	27	149	0	0	800	0	0	6	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
3748	7	164	"Data\Item\"	"HelmMale120_knight.bmd"	"Blue Eye Knight Helm (S)"	18	16	1	0	150	2	0	2	2	0	0	0	228	0	0	0	100	0	0	145	42	0	0	0	1000	0	0	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
3749	7	165	"Data\Item\"	"HelmMale119_magic.bmd"	"Blue Eye Wizard Helm"	18	16	1	0	150	2	0	2	2	0	0	0	209	0	0	0	100	0	0	42	14	0	0	0	1000	0	0	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
3750	7	166	"Data\Item\"	"HelmMale117_elf.bmd"	"Blue Eye Elf Helm (A)"	18	16	1	0	150	2	0	2	2	0	0	0	223	0	0	0	100	0	0	34	75	0	0	0	1000	0	0	6	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
3751	7	167	"Data\Item\"	"HelmMale117_alice.bmd"	"Blue Eye Summoner Helm"	18	16	1	0	150	2	0	2	2	0	0	0	211	0	0	0	100	0	0	34	11	0	0	0	1000	0	0	6	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
3753	7	169	"Data\Item\"	"HelmMale119_dark.bmd"	"Blue Eye Lord Helm"	18	16	1	0	150	2	0	2	2	0	0	0	207	0	0	0	100	0	0	59	15	0	0	0	1000	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
3754	7	170	"Data\Item\"	"HelmMale120_fight.bmd"	"Blue Eye Fighter Helm"	18	16	1	0	150	2	0	2	2	0	0	0	205	0	0	0	100	0	0	71	0	0	0	0	1000	0	0	6	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
3755	7	171	"Data\Item\"	"HelmMale118.bmd"	"Blue Eye Lancer Helm"	18	16	1	0	150	2	0	2	2	0	0	0	201	0	0	0	100	0	0	61	61	0	0	0	1000	0	0	6	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
3756	7	172	"Data\Item\"	"HelmMale117_elf.bmd"	"Blue Eye Elf Helm (E)"	18	16	1	0	150	2	0	2	2	0	0	0	148	0	0	0	100	0	0	12	27	149	0	0	1000	0	0	6	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
3758	7	174	"Data\Item\"	"HelmMale132.bmd"	"Slayer Red Wing Helm"	3	16	1	0	5	2	0	2	2	0	0	0	4	0	0	0	30	0	0	0	80	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
3759	7	175	"Data\Item\"	"HelmMale133.bmd"	"Slayer Ancient Helm"	3	16	1	0	25	2	0	2	2	0	0	0	10	0	0	0	40	0	0	0	110	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
3760	7	176	"Data\Item\"	"HelmMale134.bmd"	"Slayer Demonic Helm"	3	16	1	0	58	2	0	2	2	0	0	0	21	0	0	0	60	0	0	30	120	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
3761	7	177	"Data\Item\"	"HelmMale125.bmd"	"Night Wing Helm"	3	16	1	0	100	2	0	2	2	0	0	0	58	0	0	0	70	0	0	30	125	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
3762	7	178	"Data\Item\"	"HelmMale126.bmd"	"Fidelity Helm"	3	16	2	0	110	2	0	2	2	0	0	0	65	0	0	0	86	0	0	32	130	0	0	0	380	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0
3763	7	179	"Data\Item\"	"HelmMale127.bmd"	"Trace Helm"	3	16	2	0	140	2	0	2	2	0	0	0	74	0	0	0	90	0	0	33	135	0	0	0	400	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	1	1	1	1	1	1	0	0	0	0	0	0
3764	7	180	"Data\Item\"	"HelmMale100_benzia.bmd"	"Bloodangel Slayer Helm"	15	16	1	0	150	2	0	2	2	0	0	0	82	0	0	0	100	0	0	42	145	0	0	0	400	0	0	6	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
3765	7	181	"Data\Item\"	"HelmMale102_benzia.bmd"	"Darkangel Slayer Helm"	15	16	1	0	150	2	0	2	2	0	0	0	92	0	0	0	100	0	0	42	145	0	0	0	600	0	0	6	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
3766	7	182	"Data\Item\"	"HelmMale109_banzia.bmd"	"Holyangel Slayer Helm"	15	16	1	0	150	2	0	2	2	0	0	0	142	0	0	0	100	0	0	42	145	0	0	0	800	0	0	6	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
3767	7	183	"Data\Item\"	"HelmMale113_benzia.bmd"	"Soul Slayer Helm"	18	16	1	0	150	2	0	2	2	0	0	0	187	0	0	0	100	0	0	42	145	0	0	0	900	0	0	6	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
3768	7	184	"Data\Item\"	"HelmMale117_benzia.bmd"	"Blue Eye Slayer Helm"	18	16	1	0	150	2	0	2	2	0	0	0	232	0	0	0	100	0	0	42	145	0	0	0	1000	0	0	6	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
3769	7	185	"Data\Item\"	"HelmMale128_benzia.bmd"	"Silver Heart Slayer Helm"	18	16	1	0	150	2	0	2	2	0	0	0	277	0	0	0	100	0	0	42	145	0	0	0	1100	0	0	6	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
3770	7	186	"Data\Item\"	"HelmMale133.bmd"	"Slayer Ancient Helm"	3	16	4	0	32	2	0	2	2	0	0	0	24	0	0	0	255	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3771	7	187	"Data\Item\"	"HelmMale134.bmd"	"Slayer Demonic Helm"	3	16	4	0	50	2	0	2	2	0	0	0	26	0	0	0	255	0	0	0	0	0	0	0	150	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3772	7	188	"Data\Item\"	"HelmMale134.bmd"	"Slayer Demonic Helm (Bound)"	3	16	5	0	50	2	0	2	2	0	0	0	37	0	0	0	100	0	0	50	50	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
3773	7	189	"Data\Item\"	"HelmMale131.bmd 	Silver Heart Knight Helm (S)"	18	16	1	0	150	2	0	2	2	0	0	0	273	0	0	0	100	0	0	145	42	0	0	0	1100	0	0	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
3774	7	190	"Data\Item\"	"HelmMale130.bmd"	"Silver Heart Wizard Helm"	18	16	1	0	150	2	0	2	2	0	0	0	254	0	0	0	100	0	0	42	14	0	0	0	1100	0	0	6	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
3775	7	191	"Data\Item\"	"HelmMale128_elf.bmd"	"Silver Heart Elf Helm (A)"	18	16	1	0	150	2	0	2	2	0	0	0	268	0	0	0	100	0	0	34	75	0	0	0	1100	0	0	6	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
3776	7	192	"Data\Item\"	"HelmMale128_alice.bmd"	"Silver Heart Summoner Helm"	18	16	1	0	150	2	0	2	2	0	0	0	256	0	0	0	100	0	0	34	11	0	0	0	1100	0	0	6	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
3778	7	194	"Data\Item\"	"HelmMale130.bmd"	"Silver Heart Lord Helm"	18	16	1	0	150	2	0	2	2	0	0	0	252	0	0	0	100	0	0	59	15	0	0	0	1100	0	0	6	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
3779	7	195	"Data\Item\"	"HelmMale131.bmd 	Silver Heart Fighter Helm"	18	16	1	0	150	2	0	2	2	0	0	0	250	0	0	0	100	0	0	71	0	0	0	0	1100	0	0	6	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
3780	7	196	"Data\Item\"	"HelmMale129.bmd"	"Silver Heart Lancer Helm"	18	16	1	0	150	2	0	2	2	0	0	0	246	0	0	0	100	0	0	61	61	0	0	0	1100	0	0	6	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
3781	7	197	"Data\Item\"	"HelmMale128_elf.bmd"	"Silver Heart Elf Helm (E)"	18	16	1	0	150	2	0	2	2	0	0	0	193	0	0	0	100	0	0	12	27	149	0	0	1100	0	0	6	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
3783	7	199	"Data\Item\"	"HelmMale128_rune.bmd"	"Silver Heart Runic Helm"	18	16	1	0	150	2	0	2	2	0	0	0	259	0	0	0	100	0	0	36	13	121	0	0	1100	0	0	6	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
3784	7	200	"Data\Item\"	"HelmMale98_knight.bmd"	"Bloodangel Knight Helm (E)"	15	16	1	0	150	2	0	2	2	0	0	0	81	0	0	0	100	0	0	0	20	105	0	0	400	0	0	6	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
3785	7	201	"Data\Item\"	"HelmMale104_knight.bmd"	"Darkangel Knight Helm (E)"	15	16	1	0	150	2	0	2	2	0	0	0	106	0	0	0	100	0	0	0	20	105	0	0	600	0	0	6	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
3786	7	202	"Data\Item\"	"HelmMale112_knight.bmd"	"Holyangel Knight Helm (E)"	15	16	1	0	150	2	0	2	2	0	0	0	156	0	0	0	100	0	0	0	20	105	0	0	800	0	0	6	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
3787	7	203	"Data\Item\"	"HelmMale116.bmd"	"Soul Knight Helm (E)"	18	16	1	0	150	2	0	2	2	0	0	0	201	0	0	0	100	0	0	0	20	105	0	0	900	0	0	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
3788	7	204	"Data\Item\"	"HelmMale120_knight.bmd"	"Blue Eye Knight Helm (E)"	18	16	1	0	150	2	0	2	2	0	0	0	246	0	0	0	100	0	0	0	20	105	0	0	1000	0	0	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
3789	7	205	"Data\Item\"	"HelmMale131.bmd 	Silver Heart Knight Helm (E)"	18	16	1	0	150	2	0	2	2	0	0	0	291	0	0	0	100	0	0	0	20	105	0	0	1100	0	0	6	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
3790	7	206	"Data\Item\"	"HelmMale06_guncrasher.bmd"	"Leather Gunner Helm"	3	16	1	0	10	2	0	2	2	0	0	0	9	0	0	0	30	0	0	42	16	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
3791	7	207	"Data\Item\"	"HelmMale07_guncrasher.bmd"	"Scale Gunner Helm"	3	16	1	0	25	2	0	2	2	0	0	0	17	0	0	0	40	0	0	35	18	44	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
3792	7	208	"Data\Item\"	"HelmMale26_guncrasher.bmd"	"Round Gunner Helm"	3	16	1	0	40	2	0	2	2	0	0	0	34	0	0	0	42	0	0	63	36	74	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
3793	7	209	"Data\Item\"	"HelmMale139.bmd"	"Fray Helm"	3	16	1	0	100	2	0	2	2	0	0	0	54	0	0	0	68	0	0	64	38	74	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
3796	7	212	"Data\Item\"	"HelmMale99_guncrasher.bmd"	"Bloodangel Gun Crusher Helm"	15	16	1	0	150	2	0	2	2	0	0	0	75	0	0	0	100	0	0	58	48	112	0	0	400	0	0	6	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
3802	7	218	"Data\Item\"	"new_Helm01_guncrasher.bmd"	"Scale Gunner Helm"	3	16	4	0	28	2	0	2	2	0	0	0	28	0	0	0	255	0	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3803	7	219	"Data\Item\"	"HelmMale139.bmd"	"Fray Helm"	3	16	4	0	59	2	0	2	2	0	0	0	38	0	0	0	255	0	0	0	0	0	0	0	150	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
3804	7	220	"Data\Item\"	"HelmMale139.bmd"	"Fray Helm (Bound)"	3	16	5	0	50	2	0	2	2	0	0	0	54	0	0	0	100	0	0	50	50	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0
4096	8	0	"Data\Item\"	"ArmorMale01.bmd"	"Bronze Armor"	3	17	1	0	18	3	0	2	2	0	0	0	14	0	0	0	34	0	0	80	20	0	0	0	0	0	0	4	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	1	0	0	0	0	0	0
